역명,호선,위도,경도,시청과의거리
가좌,경의중앙,37.568611,126.914841,5.589152652462933
수색,경의중앙,37.580855,126.895681,7.4438025922033795
디지털미디어시티,경의중앙,37.577475,126.900453,6.958488784866354
옥수,경의중앙,37.540446,127.018672,4.601572964647242
용산,경의중앙,37.529849,126.964561,4.258262270520969
샛강,신림,37.51715099617103,126.92949511440423,6.97553261780645
대방(성애병원),신림,37.51302197258486,126.92554017518772,7.552092251724874
서울지방병무청,신림,37.506028336724505,126.92267441513674,8.325553349872528
보라매,신림,37.49986380893415,126.92019280587613,9.011591990054097
보라매공원,신림,37.49521329003488,126.91825273797332,9.535742462996318
보라매병원(전문건설회관),신림,37.49280216609114,126.92359268240538,9.51323275469339
당곡,신림,37.49017371989295,126.9275529771196,9.599056286334841
신림,신림,37.48491306754554,126.92959326054164,10.042448255631403
서원,신림,37.47821158950264,126.93308169642698,10.6018477918761
서울대벤처타운,신림,37.47194107329665,126.9339916655252,11.223088073045348
관악산(서울대),신림,37.468991450151215,126.94511767812192,11.237417358349264
서울역,공항철도,37.5490645,126.9704658,2.0641591948399474
공덕,공항철도,37.5427105,126.9516296,3.540524092841943
홍대입구,공항철도,37.5578854,126.9265227,4.656929330036511
디지털미디어시티,공항철도,37.5783645,126.8972464,7.254110563581183
마곡나루,공항철도,37.5653322,126.827608,13.274093503304353
김포공항,공항철도,37.5667733,126.8025118,15.485179985085376
청량리,경춘,37.580113,127.045043,6.079586646498601
회기,경춘,37.589774,127.057989,7.488928911909904
중랑,경춘,37.594944,127.076152,9.189329299977663
신내,경춘,37.612855,127.103277,12.162157207323062
망우,경춘,37.59955,127.091909,10.669007656362586
상봉,경춘,37.596678,127.08504,9.991440287751521
광운대,경춘,37.623632,127.061835,9.722628530295843
청량리,수인분당,37.580113,127.045043,6.079586646498601
압구정로데오,수인분당,37.527385,127.040555,7.015436094450246
선정릉(한국과학창의재단),수인분당,37.510275,127.043817,8.524901843602063
선릉,수인분당,37.504479,127.048941,9.305624972605926
복정(동서울대학),수인분당,37.469753,127.126627,16.949587782243846
왕십리,수인분당,37.561128,127.035505,5.086934485903537
서울숲,수인분당,37.543647,127.044686,6.391507036119552
강남구청,수인분당,37.517172,127.041275,7.817434092320228
한티,수인분당,37.496208,127.052883,10.227643820533071
도곡,수인분당,37.490914,127.055393,10.822746912516596
대모산입구,수인분당,37.491422,127.07274,11.804608155756872
수서,수인분당,37.487472,127.101422,13.980591317474119
구룡,수인분당,37.486839,127.058856,11.36731242889865
미사,5호선,37.5609,127.194,19.031125776331514
고촌,김포골드라인,37.6012,126.77,18.74585708848299
풍무,김포골드라인,37.6125,126.732,22.285971934223802
사우,김포골드라인,37.6203,126.72,23.52043170337834
걸포북변,김포골드라인,37.6316,126.706,25.047070028524505
운양,김포골드라인,37.6539,126.684,27.67438943670608
장기,김포골드라인,37.644,126.669,28.566347974169073
마산,김포골드라인,37.6407,126.644,30.573145174198455
구래,김포골드라인,37.6454,126.629,31.98592362558858
양촌,김포골드라인,37.6424,126.614,33.172985924226985
원시,서해선,37.3024,126.787,33.88158504562035
원곡,서해선,37.3132,126.796,32.44397647158335
초지,서해선,37.3196,126.808,31.30549648567753
선부,서해선,37.3344,126.81,29.783065608728084
달미,서해선,37.3488,126.809,28.45174421704932
시흥능곡,서해선,37.3699,126.809,26.482235009670497
시흥시청,서해선,37.3822,126.806,25.520474717709043
신현,서해선,37.409,126.788,24.26268372353685
신천,서해선,37.4391,126.787,22.032675943287355
시흥대야,서해선,37.4501,126.793,20.84810047483558
소새울,서해선,37.4685,126.797,19.348423759851105
소사,서해선,37.4833,126.795,18.62228653305844
탑석,의정부선,37.7336,127.089,20.97711653002339
송산,의정부선,37.7373,127.087,21.262202284476885
어룡,의정부선,37.7428,127.085,21.73304760998759
곤제,의정부선,37.7505,127.084,22.47120579420368
효자,의정부선,37.754,127.077,22.581474242727
경기도청북부청사,의정부선,37.7506,127.071,22.031884698484724
새말,의정부선,37.7489,127.064,21.63371598709723
동오,의정부선,37.7453,127.057,21.048078968337837
의정부중앙,의정부선,37.7437,127.05,20.683660599685552
흥선,의정부선,37.7433,127.037,20.320114886644348
의정부시청,의정부선,37.7393,127.035,19.84527338471218
경전철의정부,의정부선,37.7372,127.043,19.810609113149017
범골,의정부선,37.7288,127.044,18.94487596592598
회룡,의정부선,37.725,127.047,18.62727609568988
발곡,의정부선,37.727,127.053,19.014128872178652
전대.에버랜드,에버라인선,37.2853,127.22,37.870493380823696
둔전,에버라인선,37.2671,127.214,39.27628029111838
보평,에버라인선,37.259,127.218,40.22823509485716
고진,에버라인선,37.2448,127.214,41.401142026680354
운동장.송담대,에버라인선,37.2378,127.209,41.859276463926136
김량장,에버라인선,37.2372,127.199,41.49516900274233
명지대,에버라인선,37.238,127.19,41.0482505765442
시청.용인대,에버라인선,37.2392,127.178,40.45594632091346
삼가,에버라인선,37.2421,127.168,39.7856924361783
초당,에버라인선,37.2608,127.159,37.56445714934307
동백,에버라인선,37.269,127.153,36.51364236023509
어정,에버라인선,37.2749,127.144,35.58559692497935
지석,에버라인선,37.2696,127.137,35.87763866032654
강남대,에버라인선,37.2702,127.126,35.447122715545305
기흥,에버라인선,37.2754,127.117,34.62071374533863
광교,신분당선(연장),37.3021,127.044,29.977737248409245
광교중앙,신분당선(연장),37.2886,127.051,31.571881675203873
상현,신분당선(연장),37.2977,127.069,30.954884750776152
성복,신분당선(연장),37.3133,127.08,29.563264267967632
수지구청,신분당선(연장),37.3227,127.095,29.012888905285756
동천,신분당선(연장),37.3379,127.103,27.712316067709633
미금,신분당선(연장),37.35,127.109,26.70738477387722
정자,신분당선,37.3671,127.108,24.965062581077643
판교,신분당선,37.3948,127.112,22.455693756414167
청계산입구,신분당선,37.4472,127.056,14.943823590159724
양재시민의숲,신분당선,37.47,127.038,11.964758467736084
영종,공항철도1호선,37.512,126.524,40.504697660713646
인천공항2터미널,공항철도1호선,37.4607,126.441,48.822697656172004
인천공항1터미널,공항철도1호선,37.4475,126.453,48.182715688576764
공항화물청사,공항철도1호선,37.459,126.478,45.71196778223837
운서,공항철도1호선,37.4929,126.494,43.47694774477129
청라국제도시,공항철도1호선,37.5564,126.625,31.15347154144022
검암,공항철도1호선,37.5691,126.674,26.812988438891878
계양,공항철도1호선,37.5717,126.736,21.354258741760688
석남,7호선,37.5062,126.676,27.479457410036876
산곡,7호선,37.5086,126.704,25.022213225853417
부평구청,7호선(인천),37.5085,126.721,23.58012067985766
굴포천,7호선(인천),37.5068,126.732,22.703739362258723
삼산체육관,7호선(인천),37.5072,126.742,21.848636606626584
상동,7호선(인천),37.5058,126.753,20.975961157194167
부천시청,7호선(인천),37.5044,126.764,20.11336529578675
신중동,7호선(인천),37.5028,126.776,19.188443577522467
춘의,7호선(인천),37.5037,126.788,18.170629800151872
부천종합운동장,7호선(인천),37.505,126.797,17.383259936280986
까치울,7호선(인천),37.5061,126.811,16.20466704264568
운연,인천2호선,37.4401,126.76,23.839292155215073
인천대공원,인천2호선,37.4488,126.753,23.793749822417826
남동구청,인천2호선,37.4482,126.737,25.01921757328298
만수,인천2호선,37.4549,126.732,25.016424747250344
모래내시장,인천2호선,37.4558,126.719,25.970298153930255
석천사거리,인천2호선,37.4568,126.71,26.62048523995615
인천시청,인천2호선,37.4568,126.701,27.32834801514576
석바위시장,인천2호선,37.4576,126.693,27.922591850115936
시민공원,인천2호선,37.4583,126.681,28.847108581764797
주안,인천2호선,37.465,126.679,28.705173620897007
주안국가산단,인천2호선,37.4737,126.681,28.17284197297607
가재울,인천2호선,37.4842,126.684,27.51472087044429
인천가좌,인천2호선,37.4897,126.675,28.071162392524123
서부여성회관,인천2호선,37.5002,126.676,27.65108052059124
석남,인천2호선,37.5062,126.676,27.479457410036876
가정중앙시장,인천2호선,37.5171,126.677,27.120451797423073
가정,인천2호선,37.5247,126.676,27.04720300840399
서구청,인천2호선,37.5437,126.677,26.67330914846681
아시아드경기장,인천2호선,37.5517,126.677,26.601761620252436
검바위,인천2호선,37.5614,126.678,26.46663170454072
검암,인천2호선,37.5687,126.676,26.636366465562507
독정,인천2호선,37.5852,126.676,26.712692962428104
완정,인천2호선,37.5929,126.673,27.054071970185984
마전,인천2호선,37.5976,126.667,27.639238817126856
검단사거리,인천2호선,37.6018,126.657,28.573217258989242
왕길,인천2호선,37.5952,126.643,29.70946470249295
검단오류,인천2호선,37.5949,126.627,31.10832881411555
송도달빛축제공원,인천1호선,37.4071,126.626,35.779851938413834
국제업무지구,인천1호선,37.3999,126.63,35.88195672510763
센트럴파크,인천1호선,37.3931,126.635,35.90659216505272
인천대입구,인천1호선,37.386,126.639,36.04437583506763
지식정보단지,인천1호선,37.3784,126.645,36.09045510490887
테크노파크,인천1호선,37.3823,126.656,35.04812389346984
캠퍼스타운,인천1호선,37.3879,126.662,34.25420947463482
동막,인천1호선,37.3979,126.674,32.746474224380016
동춘,인천1호선,37.4047,126.681,31.80720079390813
원인재,인천1호선,37.4123,126.688,30.82060374221428
신연수,인천1호선,37.418,126.694,30.02811754266389
선학,인천1호선,37.4267,126.699,29.13175704303774
문학경기장,인천1호선,37.4349,126.699,28.654125029537546
인천터미널,인천1호선,37.4424,126.7,28.159069126517945
예술회관,인천1호선,37.4494,126.701,27.70676282081287
인천시청,인천1호선,37.4573,126.702,27.224527794008363
간석오거리,인천1호선,37.467,126.708,26.27822447348616
부평삼거리,인천1호선,37.4777,126.71,25.635022100865953
동수,인천1호선,37.4853,126.718,24.66236130302115
부평,인천1호선,37.4905,126.723,24.04241221893129
부평시장,인천1호선,37.4984,126.722,23.829988212350255
부평구청,인천1호선,37.5084,126.721,23.58318343793138
갈산,인천1호선,37.5173,126.722,23.24409423194041
작전,인천1호선,37.5304,126.723,22.855627772628168
경인교대입구,인천1호선,37.5382,126.723,22.71782330057399
계산,인천1호선,37.5432,126.728,22.20873617768053
임학,인천1호선,37.5451,126.739,21.22094823903496
박촌,인천1호선,37.5537,126.745,20.60582151524683
귤현,인천1호선,37.5664,126.743,20.73048489091218
계양,인천1호선,37.5714,126.736,21.353439283550202
부평구청,7호선,37.5074,126.722,23.529410224902506
굴포천,7호선,37.507,126.731,22.781557361323262
삼산체육관,7호선,37.5064,126.742,21.875792510107196
상동,7호선,37.5058,126.753,20.975961157194167
부천시청,7호선,37.5046,126.764,20.105706919971333
신중동,7호선,37.503,126.776,19.180212332550873
춘의,7호선,37.5037,126.787,18.25204630830641
부천종합운동장,7호선,37.5054,126.797,17.365746983525682
까치울,7호선,37.5062,126.811,16.200046128838544
이수,7호선,37.4852,126.982,9.055812745157505
하남시청,5호선,37.542,127.206,20.266095765257024
하남검단산,5호선,37.5397,127.223,21.78588407474011
하남풍산,5호선,37.552,127.204,19.969193618266498
미사,5호선,37.5609,127.194,19.031125776331514
부천종합운동장,서해선,37.5055,126.797,17.361383789396147
원종,서해선,37.5239,126.805,15.99089261228589
대화,일산선,37.6761,126.748,23.650802940799494
주엽,일산선,37.6701,126.761,22.326434200487068
정발산,일산선,37.6595,126.773,20.81945351832427
마두,일산선,37.6522,126.778,20.040934849167378
백석,일산선,37.6431,126.788,18.791965882400593
대곡,일산선,37.6316,126.811,16.408970802537425
화정,일산선,37.6346,126.833,14.860592490847994
원당,일산선,37.6533,126.843,15.32364041298927
삼송,일산선,37.6531,126.896,12.04069612785868
원흥,일산선,37.6507,126.873,13.166753147452672
연천,경원선,38.1007,127.074,59.98384031170726
전곡,경원선,38.0246,127.072,51.591526144722216
초성리,경원선,37.9817,127.069,46.84349134006758
동두천,경원선,37.9279,127.055,40.73988851195368
보산,경원선,37.9137,127.057,39.21443288037128
동두천중앙,경원선,37.9019,127.056,37.90781494117252
지행,경원선,37.8923,127.056,36.858456191701805
덕정,경원선,37.8432,127.061,31.60891295872708
덕계,경원선,37.8185,127.056,28.83594800135743
양주,경원선,37.7744,127.045,23.844137058658365
녹양,경원선,37.7594,127.042,22.163289861591483
가능,경원선,37.7486,127.044,21.051642542610605
의정부,경원선,37.7384,127.046,20.01557763688943
회룡,경원선,37.7244,127.047,18.56420552651679
망월사,경원선,37.7099,127.047,17.048443964542876
도봉,경원선,37.6796,127.046,13.913073898492796
인천,수인선,37.4764,126.617,33.39628027144491
신포,수인선,37.4687,126.624,33.08122885438828
숭의,수인선,37.4608,126.638,32.22943419393238
인하대,수인선,37.4485,126.65,31.788731831475875
송도,수인선,37.4285,126.658,32.15158209088267
연수,수인선,37.4178,126.679,31.153525505494567
원인재,수인선,37.413,126.687,30.850684365884998
남동인더스파크,수인선,37.4077,126.695,30.602522380153655
호구포,수인선,37.4016,126.709,30.01302050711016
인천논현,수인선,37.4006,126.722,29.183950696035872
소래포구,수인선,37.401,126.734,28.342702069752306
월곶,수인선,37.3918,126.743,28.433910025815557
달월,수인선,37.3797,126.745,29.246710701618
사리,수인선,37.29,126.857,32.56388748793877
야목,수인선,37.2642,126.879,34.746462301628426
어천,수인선,37.2501,126.909,35.71847355117478
오목천,수인선,37.243,126.964,36.00293769021327
고색,수인선,37.2496,126.98,35.24754067114368
매교,분당선,37.2655,127.016,33.645176076712325
수원시청,분당선,37.2619,127.031,34.19885407872334
매탄권선,분당선,37.2528,127.041,35.32943713576778
망포,분당선,37.2458,127.057,36.342385052558214
영통,분당선,37.2516,127.071,35.97099779393605
청명,분당선,37.2595,127.079,35.28772415469643
상갈,분당선,37.2618,127.109,35.805219589642114
기흥,분당선,37.2751,127.116,34.62078371372051
신갈,분당선,37.2861,127.111,33.32018594036728
구성,분당선,37.299,127.106,31.821938689520398
죽전,분당선,37.3248,127.107,29.190796663560786
보정,분당선,37.3128,127.108,30.4576390305735
이매,분당선,37.3954,127.128,23.17417368313815
오리,분당선,37.3398,127.109,27.73479330853777
미금,분당선,37.3501,127.109,26.697354937511797
정자,분당선,37.366,127.108,25.07384181599351
수내,분당선,37.3785,127.114,24.10426288078717
서현,분당선,37.3851,127.124,23.932665546775215
야탑,분당선,37.4112,127.129,21.807057365738803
태평,분당선,37.44,127.128,19.30629088932703
가천대,분당선,37.4486,127.127,18.557574320537878
수원,분당선,37.2659,126.999,33.48511046341554
도화,경인선,37.4661,126.669,29.47126234923703
중동,경인선,37.4866,126.765,20.798997846691275
도원,경인선,37.4684,126.643,31.515225437140728
간석,경인선,37.4647,126.694,27.507634820202757
부개,경인선,37.4884,126.741,22.652412621113488
소사,경인선,37.4828,126.795,18.65004451756927
인천,경인선,37.4761,126.617,33.406373237750934
동인천,경인선,37.4753,126.633,32.09182636128824
제물포,경인선,37.4668,126.657,30.424665811372837
주안,경인선,37.465,126.68,28.624112265332
동암,경인선,37.4714,126.703,26.47880544917024
백운,경인선,37.4837,126.708,25.54879294170333
부평,경인선,37.4894,126.725,23.921172466507524
송내,경인선,37.4876,126.754,21.634345250036613
부천,경인선,37.4841,126.783,19.50541739098701
역곡,경인선,37.4852,126.812,17.22558018592261
수리산,안산선,37.3498,126.925,24.558611687992762
오이도,안산선,37.3624,126.739,31.00319807009993
정왕,안산선,37.3517,126.743,31.65312609758563
신길온천,안산선,37.3382,126.766,31.556365855959804
안산,안산선,37.3271,126.789,31.434347447203766
초지,안산선,37.3206,126.806,31.293342179786375
고잔,안산선,37.3168,126.823,30.970884653575425
중앙,안산선,37.3159,126.839,30.463933433258287
한대앞,안산선,37.3097,126.853,30.628718349541078
상록수,안산선,37.3028,126.866,30.95948784536642
반월,안산선,37.3122,126.904,29.035129550131906
대야미,안산선,37.3285,126.917,27.01960956695789
산본,안산선,37.3581,126.933,23.523333032837535
광명,경부선,37.4162,126.884,18.67367709065736
서동탄,경부선,37.1955,127.052,41.7748420504323
당정,경부선,37.3443,126.948,24.860380213287495
천안,경부선,36.81,127.147,85.44696430595111
두정,경부선,36.8337,127.149,82.8853120444772
직산,경부선,36.8706,127.144,78.7702646192321
성환,경부선,36.9161,127.127,73.52023276444864
평택,경부선,36.9907,127.085,64.72897465515739
지제,경부선,37.0188,127.07,61.449903624770506
서정리,경부선,37.0565,127.053,57.103379771190134
송탄,경부선,37.0757,127.054,54.99396910565707
진위,경부선,37.1094,127.062,51.373679911865224
오산,경부선,37.1459,127.067,47.431933922246614
오산대,경부선,37.169,127.063,44.84010801157404
세마,경부선,37.1875,127.043,42.539463730391574
병점,경부선,37.2075,127.033,40.220920054844406
세류,경부선,37.245,127.013,35.89052111633386
수원,경부선,37.2663,127.0,33.445665893005255
화서,경부선,37.2839,126.99,31.45044745814604
성균관대,경부선,37.3004,126.971,29.605307140699935
의왕,경부선,37.3209,126.948,27.448798248146264
군포,경부선,37.3536,126.948,23.83246926773692
금정,경부선,37.3722,126.943,21.83681033018
명학,경부선,37.3847,126.935,20.580941508985227
안양,경부선,37.4016,126.923,18.98116524536863
관악,경부선,37.4192,126.909,17.48886297847348
석수,경부선,37.435,126.902,16.102011119532627
여주,경강선,37.2823,127.629,65.58927846397704
세종대왕릉,경강선,37.2953,127.571,60.412997913680286
부발,경강선,37.2602,127.49,56.6022534582397
이천,경강선,37.2656,127.442,52.89490473654042
신둔도예촌,경강선,37.3172,127.405,46.7840284994951
곤지암,경강선,37.3513,127.347,40.40649308506197
초월,경강선,37.3744,127.299,35.470834813483904
경기광주,경강선,37.3999,127.253,30.51969690679051
삼동,경강선,37.4095,127.203,26.428898675483
이매,경강선,37.3947,127.128,23.238185099914393
판교,경강선,37.3948,127.111,22.409427235177983
금정,과천선,37.3722,126.943,21.83681033018
범계,과천선,37.3898,126.951,19.803664310732863
평촌,과천선,37.3943,126.964,19.198211070789185
인덕원,과천선,37.4016,126.977,18.34583892351027
정부과천청사,과천선,37.4265,126.99,15.611498514426282
과천,과천선,37.433,126.997,14.946268615058068
대공원,과천선,37.4357,127.007,14.773810578144454
경마공원,과천선,37.4439,127.008,13.892868800300057
선바위,과천선,37.4517,127.002,12.945947794155641
신창,장항선,36.7695,126.951,88.66471209473062
온양온천,장항선,36.7805,127.003,87.43640012069605
배방,장항선,36.7776,127.053,87.98120052548362
탕정,장항선,36.7887,127.085,87.01293885733104
아산,장항선,36.7921,127.104,86.83704835547084
쌍용,장항선,36.7938,127.121,86.85611203357696
봉명,장항선,36.8012,127.136,86.24741386963005
춘천,경춘선,37.8851,127.717,74.0020917382991
남춘천,경춘선,37.864,127.724,73.46586760025447
김유정,경춘선,37.8185,127.714,70.54175408083225
강촌,경춘선,37.8057,127.634,63.538263071254356
백양리,경춘선,37.8308,127.589,61.245355607209355
굴봉산,경춘선,37.8321,127.558,58.93866505953536
가평,경춘선,37.8145,127.511,54.3855890103805
상천,경춘선,37.7702,127.455,47.684282849149334
청평,경춘선,37.7355,127.427,43.74829508426194
대성리,경춘선,37.6841,127.379,37.63862154995552
마석,경춘선,37.6528,127.312,30.926527760501024
천마산,경춘선,37.659,127.285,28.91154135306933
평내호평,경춘선,37.6532,127.244,25.31671005898141
금곡,경춘선,37.6374,127.208,21.72168638039443
사릉,경춘선,37.6511,127.177,19.873896777449684
퇴계원,경춘선,37.6483,127.144,17.200748575828303
별내,경춘선,37.642,127.127,15.560865950851063
갈매,경춘선,37.6341,127.115,14.198550123207431
운천,경의중앙선,37.8799,126.77,39.358483709705574
임진강,경의중앙선,37.8884,126.747,41.15788671001288
문산,경의중앙선,37.8546,126.788,36.133153922021776
파주,경의중앙선,37.8153,126.793,32.10006050107283
월롱,경의중앙선,37.7962,126.793,30.290601906702914
금촌,경의중앙선,37.7662,126.775,28.50577537335371
금릉,경의중앙선,37.7513,126.765,27.82277196081082
운정,경의중앙선,37.7258,126.767,25.675088071869446
야당,경의중앙선,37.7123,126.761,25.06598542964425
탄현,경의중앙선,37.694,126.761,23.80322336993039
일산,경의중앙선,37.6821,126.77,22.38776871873646
풍산,경의중앙선,37.6723,126.786,20.609527432117705
백마,경의중앙선,37.6582,126.794,19.158323308717446
곡산,경의중앙선,37.6457,126.802,17.841643442832392
능곡,경의중앙선,37.6188,126.821,15.018489198460447
행신,경의중앙선,37.6121,126.834,13.67684689105584
강매,경의중앙선,37.6123,126.843,12.952160958231854
화전,경의중앙선,37.6029,126.868,10.516911836102594
지평,중앙선,37.4764,127.63,58.3509831917452
용문,중앙선,37.4822,127.595,55.197401716183265
원덕,중앙선,37.4687,127.547,51.332737382039326
오빈,중앙선,37.5061,127.474,44.23063127033378
아신,중앙선,37.5138,127.443,41.39898391674043
국수,중앙선,37.5162,127.399,37.5213886797344
신원,중앙선,37.5255,127.373,35.10475192281472
양수,중앙선,37.546,127.329,31.007421653596204
운길산,중앙선,37.5547,127.31,29.276102012145376
팔당,중앙선,37.5474,127.244,23.526741371395655
도심,중앙선,37.5796,127.223,21.622505175390337
덕소,중앙선,37.5868,127.209,20.463041454674254
양정,중앙선,37.6053,127.194,19.496170572534346
도농,중앙선,37.6088,127.161,16.776844126047433
구리,중앙선,37.6034,127.144,15.172069099474879
개포동,분당선,37.4891,127.066,11.583473396261772
별내별가람,진접선,37.6678,127.116,16.552017288534802
오남,진접선,37.705,127.193,24.385024991295037
진접,진접선,37.7205,127.203,26.16595787789838
